unix,date,symbol,open,high,low,close,VolumeBTC,VolumeUSDT,tradecount
1600905600000,2020-09-24 00:00:00,BTC/USDT,10237.91,10837.27,10191.00,10724.92,241646.573,2535999234.25082,849084
1600819200000,2020-09-23 00:00:00,BTC/USDT,10523.32,10531.94,10132.21,10237.91,203027.542,2106120078.85104,718731
1600732800000,2020-09-22 00:00:00,BTC/USDT,10414.73,10574.08,10353.10,10523.32,179900.686,1881975168.57792,628666
1600646400000,2020-09-21 00:00:00,BTC/USDT,10915.52,10980.69,10281.00,10414.73,333047.145,3533611850.80102,1017541
1600560000000,2020-09-20 00:00:00,BTC/USDT,11073.20,11073.90,10751.00,10914.28,150450.562,1639131152.37363,556991
1600473600000,2020-09-19 00:00:00,BTC/USDT,10926.30,11177.00,10880.00,11073.74,126239.232,1391945357.58867,537084
1600387200000,2020-09-18 00:00:00,BTC/USDT,10935.97,11035.00,10810.10,10926.29,136028.351,1484796957.63111,548421
1600300800000,2020-09-17 00:00:00,BTC/USDT,10948.16,11040.00,10740.00,10935.33,186484.361,2027994176.27302,658642
1600214400000,2020-09-16 00:00:00,BTC/USDT,10776.88,11089.08,10661.90,10948.17,252881.019,2756781832.23194,840472
1600128000000,2020-09-15 00:00:00,BTC/USDT,10664.10,10923.42,10592.00,10776.78,247657.230,2669470467.23613,786180
1600041600000,2020-09-14 00:00:00,BTC/USDT,10327.72,10746.06,10241.57,10664.10,205260.236,2162656994.62463,713135
1599955200000,2020-09-13 00:00:00,BTC/USDT,10438.29,10580.00,10209.01,10327.72,159021.843,1649859123.30593,556241
1599868800000,2020-09-12 00:00:00,BTC/USDT,10387.81,10477.70,10271.00,10438.28,97429.037,1010752220.53406,438259
1599782400000,2020-09-11 00:00:00,BTC/USDT,10335.91,10397.85,10200.80,10387.81,135929.303,1399304758.52121,541085
1599696000000,2020-09-10 00:00:00,BTC/USDT,10219.29,10484.60,10211.67,10335.91,187667.873,1940858757.01846,688022
1599609600000,2020-09-09 00:00:00,BTC/USDT,10130.00,10346.00,9981.13,10219.29,151222.689,1540063640.01559,640882
1599523200000,2020-09-08 00:00:00,BTC/USDT,10379.30,10443.79,9842.01,10129.02,317802.322,3206824298.75220,1173460
1599436800000,2020-09-07 00:00:00,BTC/USDT,10258.13,10420.55,9879.68,10378.76,258476.949,2616187381.74451,969133
1599350400000,2020-09-06 00:00:00,BTC/USDT,10168.23,10348.97,10003.00,10258.13,190207.654,1939661678.03638,771859
1599264000000,2020-09-05 00:00:00,BTC/USDT,10448.00,10567.87,9808.58,10168.71,399307.282,4069493999.69946,1315104
1599177600000,2020-09-04 00:00:00,BTC/USDT,10141.40,10635.77,9878.65,10448.00,432563.841,4473051196.63027,1249839
1599091200000,2020-09-03 00:00:00,BTC/USDT,11396.44,11475.00,9901.16,10141.08,487812.737,5277899021.36762,1372974
1599004800000,2020-09-02 00:00:00,BTC/USDT,11930.17,11961.00,11156.00,11396.96,280411.964,3230818459.57860,905753
1598918400000,2020-09-01 00:00:00,BTC/USDT,11658.11,12061.07,11531.34,11930.18,211680.828,2514017351.09218,688502
1598832000000,2020-08-31 00:00:00,BTC/USDT,11714.13,11784.21,11575.78,11658.11,127272.378,1487504145.43018,479728
1598745600000,2020-08-30 00:00:00,BTC/USDT,11466.27,11724.12,11457.88,11714.14,113266.672,1316261373.04529,432138
1598659200000,2020-08-29 00:00:00,BTC/USDT,11526.85,11582.00,11419.34,11466.66,83715.229,962840624.05221,363971
1598572800000,2020-08-28 00:00:00,BTC/USDT,11335.83,11544.88,11283.19,11526.85,129477.627,1481017951.74894,540434
1598486400000,2020-08-27 00:00:00,BTC/USDT,11466.22,11593.00,11130.82,11335.53,253778.342,2880004202.03534,836864
1598400000000,2020-08-26 00:00:00,BTC/USDT,11327.18,11548.68,11255.95,11466.22,170305.024,1941776559.57683,589715
1598313600000,2020-08-25 00:00:00,BTC/USDT,11753.29,11770.00,11130.00,11327.17,267234.771,3057706453.16736,857056
1598227200000,2020-08-24 00:00:00,BTC/USDT,11654.00,11831.96,11595.00,11753.30,108781.125,1277174863.89318,483641
1598140800000,2020-08-23 00:00:00,BTC/USDT,11670.48,11724.00,11522.15,11654.00,95608.033,1111234523.15725,435619
1598054400000,2020-08-22 00:00:00,BTC/USDT,11538.53,11689.08,11385.06,11670.47,126696.730,1462044717.32797,523937
1597968000000,2020-08-21 00:00:00,BTC/USDT,11858.53,11882.68,11491.00,11538.53,195106.536,2282701561.58203,736783
1597881600000,2020-08-20 00:00:00,BTC/USDT,11763.88,11888.00,11676.03,11857.92,130981.044,1544542409.29488,543754
1597795200000,2020-08-19 00:00:00,BTC/USDT,11962.03,12037.05,11574.78,11763.87,313267.066,3688115093.97591,1046341
1597708800000,2020-08-18 00:00:00,BTC/USDT,12298.06,12403.00,11810.00,11960.79,291349.888,3529402332.93990,981973
1597622400000,2020-08-17 00:00:00,BTC/USDT,11921.32,12499.42,11780.00,12298.06,331435.112,4026216925.43140,1161367
1597536000000,2020-08-16 00:00:00,BTC/USDT,11858.91,11945.00,11688.00,11921.23,165733.721,1962706567.39091,639729
1597449600000,2020-08-15 00:00:00,BTC/USDT,11767.89,11993.58,11682.00,11859.04,222262.987,2639621485.17468,785891
1597363200000,2020-08-14 00:00:00,BTC/USDT,11790.00,11868.42,11644.60,11767.89,159019.959,1869288349.44223,584032
1597276800000,2020-08-13 00:00:00,BTC/USDT,11568.37,11798.00,11272.00,11790.00,248214.725,2865188930.54970,885018
1597190400000,2020-08-12 00:00:00,BTC/USDT,11392.64,11630.00,11140.00,11568.36,213799.491,2446503849.80986,757273
1597104000000,2020-08-11 00:00:00,BTC/USDT,11896.86,11944.00,11127.00,11392.64,336861.638,3881574730.95979,1084362
1597017600000,2020-08-10 00:00:00,BTC/USDT,11685.99,12100.00,11384.90,11896.89,290418.014,3447830045.74761,911232
1596931200000,2020-08-09 00:00:00,BTC/USDT,11765.72,11811.00,11526.90,11685.99,125463.463,1462717950.80531,506961
1596844800000,2020-08-08 00:00:00,BTC/USDT,11596.26,11819.00,11513.69,11765.72,154707.303,1808155550.96800,578295
1596758400000,2020-08-07 00:00:00,BTC/USDT,11769.97,11920.00,11318.93,11596.06,273935.127,3191651680.81522,861575
1596672000000,2020-08-06 00:00:00,BTC/USDT,11752.50,11916.02,11571.78,11770.56,236459.595,2782205258.01308,701917
1596585600000,2020-08-05 00:00:00,BTC/USDT,11200.06,11798.56,11103.00,11752.50,263510.011,3037923802.72495,770746
1596499200000,2020-08-04 00:00:00,BTC/USDT,11227.07,11427.38,11025.00,11200.05,200044.934,2245992628.82789,628935
1596412800000,2020-08-03 00:00:00,BTC/USDT,11080.70,11483.00,10923.00,11227.07,238654.591,2689651526.95353,698614
1596326400000,2020-08-02 00:00:00,BTC/USDT,11811.43,12154.25,10490.00,11079.72,492803.351,5584559651.07942,1353476
1596240000000,2020-08-01 00:00:00,BTC/USDT,11343.67,11887.45,11201.00,11811.42,386322.642,4493961579.32069,1058421
1596153600000,2020-07-31 00:00:00,BTC/USDT,11111.97,11450.42,10971.78,11343.68,307399.731,3455848822.14170,843301
1596067200000,2020-07-30 00:00:00,BTC/USDT,11113.01,11195.52,10826.55,11111.96,230327.988,2540930684.60470,705335
1595980800000,2020-07-29 00:00:00,BTC/USDT,10919.94,11364.80,10844.34,11113.03,356188.761,3965422424.83448,1016186
1595894400000,2020-07-28 00:00:00,BTC/USDT,11047.58,11270.00,10580.00,10919.94,499486.679,5481417615.66494,1527878
1595808000000,2020-07-27 00:00:00,BTC/USDT,9939.68,11488.00,9928.61,11047.58,744752.400,7891956950.28577,2085818
1595721600000,2020-07-26 00:00:00,BTC/USDT,9701.54,10300.00,9655.20,9939.69,261998.786,2598998008.67622,811567
1595635200000,2020-07-25 00:00:00,BTC/USDT,9539.70,9735.10,9526.31,9701.49,133377.589,1284993355.34513,517523
1595548800000,2020-07-24 00:00:00,BTC/USDT,9604.41,9650.00,9470.00,9539.70,133975.068,1279232338.52369,531836
1595462400000,2020-07-23 00:00:00,BTC/USDT,9518.25,9678.32,9439.86,9604.41,166990.147,1593882469.43966,566970
1595376000000,2020-07-22 00:00:00,BTC/USDT,9388.00,9543.00,9272.00,9518.25,126598.902,1189260919.42176,417994
1595289600000,2020-07-21 00:00:00,BTC/USDT,9161.28,9439.60,9152.62,9388.01,179211.347,1671206199.52861,515483
1595203200000,2020-07-20 00:00:00,BTC/USDT,9210.68,9221.00,9131.01,9161.13,72429.691,664469650.80326,245657
1595116800000,2020-07-19 00:00:00,BTC/USDT,9171.79,9239.59,9108.00,9210.51,75554.579,692144095.42895,243001
1595030400000,2020-07-18 00:00:00,BTC/USDT,9151.70,9210.00,9121.98,9171.80,63233.596,579542001.39296,206354
1594944000000,2020-07-17 00:00:00,BTC/USDT,9132.00,9187.00,9087.00,9151.69,80940.584,739789769.33429,244169
1594857600000,2020-07-16 00:00:00,BTC/USDT,9197.75,9223.00,9044.02,9132.00,148089.450,1350809171.27347,402299
1594771200000,2020-07-15 00:00:00,BTC/USDT,9254.17,9272.56,9156.00,9197.30,104107.708,959516024.21559,307679
1594684800000,2020-07-14 00:00:00,BTC/USDT,9241.18,9279.00,9116.00,9254.17,129704.278,1194751477.53481,381121
1594598400000,2020-07-13 00:00:00,BTC/USDT,9300.70,9345.00,9200.00,9241.20,136117.659,1262652034.01365,407784
1594512000000,2020-07-12 00:00:00,BTC/USDT,9233.50,9349.00,9155.00,9300.69,127841.882,1182491576.57045,369869
1594425600000,2020-07-11 00:00:00,BTC/USDT,9288.39,9301.74,9178.91,9233.50,74976.521,692340842.13135,268041
1594339200000,2020-07-10 00:00:00,BTC/USDT,9236.29,9317.24,9121.42,9288.39,140849.874,1295681629.88250,418173
1594252800000,2020-07-09 00:00:00,BTC/USDT,9436.08,9440.81,9164.33,9236.28,188355.856,1751622435.13053,526694
1594166400000,2020-07-08 00:00:00,BTC/USDT,9258.51,9470.00,9233.47,9436.08,170243.001,1594244760.10968,503111
1594080000000,2020-07-07 00:00:00,BTC/USDT,9339.59,9380.00,9201.23,9258.51,127833.975,1184876083.76661,405928
1593993600000,2020-07-06 00:00:00,BTC/USDT,9071.87,9379.00,9058.10,9339.60,199643.828,1843703742.26119,543847
1593907200000,2020-07-05 00:00:00,BTC/USDT,9137.18,9146.35,8900.00,9071.86,139545.566,1261953986.20306,424855
1593820800000,2020-07-04 00:00:00,BTC/USDT,9058.07,9194.00,9042.84,9137.18,100215.438,913030839.30531,300402
1593734400000,2020-07-03 00:00:00,BTC/USDT,9087.72,9124.52,9036.06,9057.52,96947.338,881331916.25717,334878
1593648000000,2020-07-02 00:00:00,BTC/USDT,9233.29,9262.99,8936.00,9087.72,230747.519,2105533922.19592,649904
1593561600000,2020-07-01 00:00:00,BTC/USDT,9138.88,9293.00,9090.00,9233.29,161642.185,1487427692.29113,446516
1593475200000,2020-06-30 00:00:00,BTC/USDT,9189.99,9205.00,9063.97,9138.87,143469.832,1311949155.72121,418034
1593388800000,2020-06-29 00:00:00,BTC/USDT,9114.01,9233.00,9022.00,9189.48,176660.525,1610778783.22314,513754
1593302400000,2020-06-28 00:00:00,BTC/USDT,9008.00,9188.00,8932.68,9114.00,153842.891,1395928886.65951,480457
1593216000000,2020-06-27 00:00:00,BTC/USDT,9159.99,9195.75,8816.40,9008.00,237840.165,2153509215.41693,635966
1593129600000,2020-06-26 00:00:00,BTC/USDT,9246.75,9297.16,9038.52,9159.99,249348.670,2285936800.87162,682581
1593043200000,2020-06-25 00:00:00,BTC/USDT,9298.78,9350.90,9005.00,9246.75,272566.502,2510788505.43618,724717
1592956800000,2020-06-24 00:00:00,BTC/USDT,9631.65,9678.00,9210.00,9298.40,300450.251,2825265494.90329,748649
1592870400000,2020-06-23 00:00:00,BTC/USDT,9686.99,9723.23,9585.00,9631.66,164673.499,1588083862.05429,432869
1592784000000,2020-06-22 00:00:00,BTC/USDT,9293.39,9795.00,9273.00,9686.99,260561.647,2482574353.64243,634767
1592697600000,2020-06-21 00:00:00,BTC/USDT,9353.84,9420.47,9279.00,9293.51,110599.558,1033976410.97488,316619
1592611200000,2020-06-20 00:00:00,BTC/USDT,9307.00,9394.29,9165.00,9354.04,154462.290,1436354409.44428,425349
1592524800000,2020-06-19 00:00:00,BTC/USDT,9381.99,9453.00,9239.00,9307.00,219510.059,2048059719.36743,588538
1592438400000,2020-06-18 00:00:00,BTC/USDT,9458.45,9483.85,9272.41,9381.59,158349.247,1488056320.77280,477815
1592352000000,2020-06-17 00:00:00,BTC/USDT,9519.13,9569.00,9231.03,9458.45,227477.390,2143290042.11355,623537
1592265600000,2020-06-16 00:00:00,BTC/USDT,9422.01,9595.00,9370.00,9519.12,225713.247,2143232282.69654,641488
1592179200000,2020-06-15 00:00:00,BTC/USDT,9339.70,9490.83,8888.43,9422.01,413865.727,3811857667.87459,1088825
1592092800000,2020-06-14 00:00:00,BTC/USDT,9468.55,9477.00,9240.97,9339.61,143978.523,1350388889.47993,422272
1592006400000,2020-06-13 00:00:00,BTC/USDT,9458.77,9497.85,9340.00,9468.54,113449.075,1068817694.43180,348090
1591920000000,2020-06-12 00:00:00,BTC/USDT,9277.72,9550.00,9238.00,9458.91,211611.340,1992908459.95852,641434
1591833600000,2020-06-11 00:00:00,BTC/USDT,9884.99,9970.10,9055.07,9278.03,404046.613,3862130909.12521,1027558
1591747200000,2020-06-10 00:00:00,BTC/USDT,9771.66,10015.99,9681.21,9884.99,193628.149,1900724588.13658,551989
1591660800000,2020-06-09 00:00:00,BTC/USDT,9778.87,9890.00,9550.03,9771.66,204422.819,1986584445.30502,553812
1591574400000,2020-06-08 00:00:00,BTC/USDT,9743.92,9816.00,9631.00,9778.87,162086.419,1575946981.01871,474606
1591488000000,2020-06-07 00:00:00,BTC/USDT,9664.01,9823.13,9373.00,9743.92,253986.313,2440468630.54430,695541
1591401600000,2020-06-06 00:00:00,BTC/USDT,9616.64,9738.77,9528.00,9664.00,152526.703,1469881938.14958,507355
1591315200000,2020-06-05 00:00:00,BTC/USDT,9788.32,9855.00,9580.52,9617.29,237103.042,2307020792.84172,674699
1591228800000,2020-06-04 00:00:00,BTC/USDT,9663.58,9884.00,9440.00,9788.33,264515.319,2564530031.26807,769445
1591142400000,2020-06-03 00:00:00,BTC/USDT,9514.90,9694.75,9382.33,9663.59,185389.412,1770390770.59070,571997
1591056000000,2020-06-02 00:00:00,BTC/USDT,10232.41,10262.30,9264.15,9514.90,354168.517,3459821278.61491,939395
1590969600000,2020-06-01 00:00:00,BTC/USDT,9446.49,10497.25,9420.85,10232.48,333740.457,3267274407.65878,922467
1590883200000,2020-05-31 00:00:00,BTC/USDT,9694.38,9698.00,9371.76,9446.43,219829.356,2096318341.55532,676486
1590796800000,2020-05-30 00:00:00,BTC/USDT,9422.11,9753.00,9326.01,9695.00,255234.058,2431044087.19118,691896
1590710400000,2020-05-29 00:00:00,BTC/USDT,9569.58,9598.00,9317.42,9422.26,238691.299,2255365978.23178,627717
1590624000000,2020-05-28 00:00:00,BTC/USDT,9197.32,9621.65,9110.97,9569.59,327412.374,3062477084.82549,801469
1590537600000,2020-05-27 00:00:00,BTC/USDT,8837.88,9230.00,8811.00,9197.32,272253.998,2466842797.45267,700725
1590451200000,2020-05-26 00:00:00,BTC/USDT,8895.66,9011.82,8693.18,8837.05,275619.158,2439508067.10614,736181
1590364800000,2020-05-25 00:00:00,BTC/USDT,8711.37,8977.00,8623.38,8895.65,302980.106,2667337683.37678,775095
1590278400000,2020-05-24 00:00:00,BTC/USDT,9176.32,9294.44,8674.00,8711.37,339643.378,3070856922.42420,872058
1590192000000,2020-05-23 00:00:00,BTC/USDT,9166.43,9300.00,9076.90,9176.41,201589.660,1852871137.72634,582528
1590105600000,2020-05-22 00:00:00,BTC/USDT,9060.00,9259.38,8920.00,9166.40,276008.073,2515865909.33410,772928
1590019200000,2020-05-21 00:00:00,BTC/USDT,9508.00,9573.00,8812.20,9060.00,461439.193,4241795752.85480,1286185
1589932800000,2020-05-20 00:00:00,BTC/USDT,9772.66,9838.00,9281.42,9508.11,334423.590,3218411345.98419,920679
1589846400000,2020-05-19 00:00:00,BTC/USDT,9731.11,9900.00,9462.00,9773.64,376313.845,3642878349.19720,1062705
1589760000000,2020-05-18 00:00:00,BTC/USDT,9677.31,9958.67,9450.00,9731.10,363732.370,3533354104.77906,1065425
1589673600000,2020-05-17 00:00:00,BTC/USDT,9374.99,9880.00,9317.16,9678.57,300859.340,2902728542.66065,973266
1589587200000,2020-05-16 00:00:00,BTC/USDT,9311.21,9585.00,9210.03,9374.99,287768.201,2705830761.58087,918028
1589500800000,2020-05-15 00:00:00,BTC/USDT,9787.62,9843.50,9100.00,9310.73,504107.096,4784027638.71762,1399261
1589414400000,2020-05-14 00:00:00,BTC/USDT,9305.91,9950.00,9250.66,9786.80,602528.438,5798873580.63930,1596856
1589328000000,2020-05-13 00:00:00,BTC/USDT,8808.71,9397.00,8790.04,9305.91,379719.000,3445913924.84949,1154539
1589241600000,2020-05-12 00:00:00,BTC/USDT,8560.73,8981.00,8520.43,8808.71,369716.041,3246499322.14054,1104068
1589155200000,2020-05-11 00:00:00,BTC/USDT,8723.23,9164.00,8151.12,8561.09,805164.964,7000184961.90937,2107410
1589068800000,2020-05-10 00:00:00,BTC/USDT,9550.25,9580.00,7940.00,8719.53,842909.031,7302630276.90636,2157408
1588982400000,2020-05-09 00:00:00,BTC/USDT,9809.63,9923.98,9528.23,9550.67,411941.957,3999406853.47510,1189983
1588896000000,2020-05-08 00:00:00,BTC/USDT,9994.74,10045.03,9726.00,9807.49,458034.211,4537481797.57234,1342120
1588809600000,2020-05-07 00:00:00,BTC/USDT,9148.29,10080.00,9022.00,9995.00,738920.219,7079465730.29004,2004469
1588723200000,2020-05-06 00:00:00,BTC/USDT,9022.76,9405.00,8916.01,9148.27,507753.800,4664860084.31144,1337479
1588636800000,2020-05-05 00:00:00,BTC/USDT,8873.99,9118.17,8766.12,9022.78,409920.130,3661156607.24140,1172631
1588550400000,2020-05-04 00:00:00,BTC/USDT,8899.99,8954.94,8526.00,8873.98,440135.307,3852426972.10020,1272135
1588464000000,2020-05-03 00:00:00,BTC/USDT,8975.18,9200.00,8727.24,8900.00,451322.713,4049513026.35921,1308158
1588377600000,2020-05-02 00:00:00,BTC/USDT,8830.52,9020.00,8755.01,8975.18,295769.728,2627710360.02383,893324
1588291200000,2020-05-01 00:00:00,BTC/USDT,8623.61,9065.00,8619.84,8830.52,417820.386,3680586288.10126,1303431
1588204800000,2020-04-30 00:00:00,BTC/USDT,8784.05,9479.77,8400.00,8624.76,944211.711,8437341148.39130,2329118
1588118400000,2020-04-29 00:00:00,BTC/USDT,7735.76,8988.66,7710.00,8784.20,871197.569,7297189826.77707,2033439
1588032000000,2020-04-28 00:00:00,BTC/USDT,7774.00,7780.00,7662.49,7735.75,217652.761,1679915193.12297,588167
1587945600000,2020-04-27 00:00:00,BTC/USDT,7693.63,7795.60,7623.98,7774.00,290336.169,2236759632.39633,755785
1587859200000,2020-04-26 00:00:00,BTC/USDT,7534.01,7709.57,7476.86,7694.17,269921.936,2052434573.88043,720885
1587772800000,2020-04-25 00:00:00,BTC/USDT,7504.62,7722.33,7433.00,7534.01,243266.807,1836251609.02060,645606
1587686400000,2020-04-24 00:00:00,BTC/USDT,7483.36,7612.91,7388.00,7504.11,278378.368,2091451737.76575,808016
1587600000000,2020-04-23 00:00:00,BTC/USDT,7120.06,7802.38,7020.00,7483.35,472510.047,3475717726.54963,1298970
1587513600000,2020-04-22 00:00:00,BTC/USDT,6838.00,7154.90,6812.57,7120.06,306482.163,2147460698.31218,926951
1587427200000,2020-04-21 00:00:00,BTC/USDT,6825.28,6940.00,6759.16,6838.00,288024.528,1972271576.59066,927606
1587340800000,2020-04-20 00:00:00,BTC/USDT,7118.04,7208.55,6735.95,6825.29,445104.981,3107676568.44843,1327875
1587254400000,2020-04-19 00:00:00,BTC/USDT,7242.49,7258.42,7055.00,7118.03,216975.114,1550386464.89985,687566
1587168000000,2020-04-18 00:00:00,BTC/USDT,7022.00,7290.00,7008.11,7242.42,225807.171,1616702892.39814,665801
1587081600000,2020-04-17 00:00:00,BTC/USDT,7098.15,7140.00,6981.00,7022.44,277339.601,1958075004.68818,815405
1586995200000,2020-04-16 00:00:00,BTC/USDT,6616.88,7190.92,6465.33,7098.15,559868.603,3869854829.89996,1570129
1586908800000,2020-04-15 00:00:00,BTC/USDT,6864.11,6929.00,6602.59,6616.89,281136.689,1902882417.25705,978500
1586822400000,2020-04-14 00:00:00,BTC/USDT,6834.01,6975.60,6751.00,6864.11,280445.427,1926255197.49405,1002761
1586736000000,2020-04-13 00:00:00,BTC/USDT,6900.19,6900.99,6558.00,6834.00,421954.773,2840095791.57115,1257602
1586649600000,2020-04-12 00:00:00,BTC/USDT,6874.17,7173.98,6775.66,6900.52,321594.822,2245397129.53634,960439
1586563200000,2020-04-11 00:00:00,BTC/USDT,6858.00,6944.28,6757.29,6874.18,224157.844,1535701119.55164,703329
1586476800000,2020-04-10 00:00:00,BTC/USDT,7278.83,7290.00,6741.00,6857.82,440148.453,3057722780.62013,1366733
1586390400000,2020-04-09 00:00:00,BTC/USDT,7357.15,7365.69,7105.98,7278.65,293638.581,2136691783.39294,844238
1586304000000,2020-04-08 00:00:00,BTC/USDT,7192.90,7417.83,7145.14,7357.66,332599.575,2426530950.31658,1007080
1586217600000,2020-04-07 00:00:00,BTC/USDT,7325.73,7457.00,7070.43,7192.90,419572.040,3065548691.90531,1075255
1586131200000,2020-04-06 00:00:00,BTC/USDT,6768.90,7370.00,6760.00,7325.73,461331.013,3269655313.60241,1279153
1586044800000,2020-04-05 00:00:00,BTC/USDT,6851.40,6893.44,6668.02,6768.90,239224.508,1622119002.66283,698862
1585958400000,2020-04-04 00:00:00,BTC/USDT,6729.80,7020.00,6629.99,6851.10,319849.757,2168134179.35285,918658
1585872000000,2020-04-03 00:00:00,BTC/USDT,6791.65,7049.11,6600.00,6729.80,411944.927,2809083862.31635,1074346
1585785600000,2020-04-02 00:00:00,BTC/USDT,6641.22,7290.00,6542.73,6791.63,531321.428,3604597593.43110,1382876
1585699200000,2020-04-01 00:00:00,BTC/USDT,6407.10,6693.00,6140.00,6641.51,390529.602,2470585503.92402,1158799
1585612800000,2020-03-31 00:00:00,BTC/USDT,6389.52,6516.63,6320.00,6407.10,262522.644,1689175318.59372,790788
1585526400000,2020-03-30 00:00:00,BTC/USDT,5876.27,6606.15,5850.00,6391.08,387321.998,2435748934.79350,1071219
1585440000000,2020-03-29 00:00:00,BTC/USDT,6231.81,6260.00,5857.60,5876.27,251335.919,1525085226.99231,695647
1585353600000,2020-03-28 00:00:00,BTC/USDT,6353.64,6354.74,6004.00,6230.95,341944.185,2120036125.18386,1008455
1585267200000,2020-03-27 00:00:00,BTC/USDT,6733.76,6840.00,6230.00,6353.64,258213.519,1715677661.94467,741333
1585180800000,2020-03-26 00:00:00,BTC/USDT,6673.57,6777.50,6500.00,6733.76,281245.628,1870132448.53115,808889
1585094400000,2020-03-25 00:00:00,BTC/USDT,6740.86,6960.71,6436.26,6673.41,400684.542,2667204859.27760,1046097
1585008000000,2020-03-24 00:00:00,BTC/USDT,6463.21,6840.00,6369.00,6741.33,437968.553,2903592538.87217,1114257
1584921600000,2020-03-23 00:00:00,BTC/USDT,5810.30,6619.90,5670.00,6463.84,489746.087,3012248578.73576,1193611
1584835200000,2020-03-22 00:00:00,BTC/USDT,6183.84,6408.91,5730.35,5810.17,391002.795,2379970465.43368,1072425
1584748800000,2020-03-21 00:00:00,BTC/USDT,6204.47,6457.17,5854.01,6183.69,387679.649,2387762770.11733,986672
1584662400000,2020-03-20 00:00:00,BTC/USDT,6159.41,6911.00,5650.00,6203.77,571898.016,3643186059.94639,1274738
1584576000000,2020-03-19 00:00:00,BTC/USDT,5389.94,6400.00,5246.50,6159.60,499391.190,2922169778.65964,1105378
1584489600000,2020-03-18 00:00:00,BTC/USDT,5306.42,5435.00,4982.75,5389.64,402005.703,2108477121.16380,915737
1584403200000,2020-03-17 00:00:00,BTC/USDT,5027.11,5529.98,4913.49,5307.38,429908.098,2271134947.39557,1054231
1584316800000,2020-03-16 00:00:00,BTC/USDT,5354.81,5361.26,4413.62,5026.26,621555.792,3043134893.44952,1445469
1584230400000,2020-03-15 00:00:00,BTC/USDT,5167.21,5954.47,5089.12,5357.32,356311.765,1916062699.25133,806813
1584144000000,2020-03-14 00:00:00,BTC/USDT,5569.84,5638.42,5040.00,5167.01,316242.586,1697439879.44057,778184
1584057600000,2020-03-13 00:00:00,BTC/USDT,4762.28,5971.00,3621.81,5570.26,935489.242,4777193239.09059,2491958
1583971200000,2020-03-12 00:00:00,BTC/USDT,7938.39,7969.00,4347.00,4764.65,784747.020,4935684191.16036,1559176
1583884800000,2020-03-11 00:00:00,BTC/USDT,7898.21,7988.00,7593.29,7938.39,220537.381,1724800753.69309,401429
1583798400000,2020-03-10 00:00:00,BTC/USDT,7932.45,8156.31,7733.00,7897.66,257068.702,2044527824.74198,480453
1583712000000,2020-03-09 00:00:00,BTC/USDT,8038.99,8182.31,7635.21,7932.15,334399.107,2627368283.37935,630254
1583625600000,2020-03-08 00:00:00,BTC/USDT,8895.62,8897.71,7997.70,8038.46,237407.028,2003492668.69928,443337
1583539200000,2020-03-07 00:00:00,BTC/USDT,9139.77,9204.00,8850.00,8897.18,125804.999,1135455550.23333,240352
1583452800000,2020-03-06 00:00:00,BTC/USDT,9062.62,9179.75,8994.14,9139.48,115011.583,1045435230.09336,226911
1583366400000,2020-03-05 00:00:00,BTC/USDT,8755.98,9172.30,8755.98,9062.81,161840.623,1458350448.94803,305604
1583280000000,2020-03-04 00:00:00,BTC/USDT,8765.00,8853.88,8669.23,8756.93,105462.120,923600039.89969,219177
1583193600000,2020-03-03 00:00:00,BTC/USDT,8919.70,8922.34,8657.41,8765.00,160123.605,1406716868.87184,331015
1583107200000,2020-03-02 00:00:00,BTC/USDT,8537.84,8972.00,8504.95,8919.70,160294.484,1405207928.76918,330286
1583020800000,2020-03-01 00:00:00,BTC/USDT,8532.50,8762.24,8409.00,8537.84,174332.916,1494294629.10932,346326
1582934400000,2020-02-29 00:00:00,BTC/USDT,8699.86,8799.83,8530.00,8531.98,103524.685,898160923.81681,217411
1582848000000,2020-02-28 00:00:00,BTC/USDT,8827.12,8908.86,8450.00,8699.57,196066.110,1698656157.08208,479621
1582761600000,2020-02-27 00:00:00,BTC/USDT,8793.96,8978.00,8533.90,8828.00,200638.488,1763578868.15436,447761
1582675200000,2020-02-26 00:00:00,BTC/USDT,9326.00,9384.00,8610.00,8792.22,267005.172,2409004404.57587,594555
1582588800000,2020-02-25 00:00:00,BTC/USDT,9662.88,9686.78,9247.00,9326.00,168641.725,1596316068.55609,370353
1582502400000,2020-02-24 00:00:00,BTC/USDT,9943.12,10000.00,9487.38,9662.95,157965.671,1535789024.65726,357670
1582416000000,2020-02-23 00:00:00,BTC/USDT,9658.95,10018.90,9657.00,9943.12,97134.358,959596142.38798,229104
1582329600000,2020-02-22 00:00:00,BTC/USDT,9681.39,9710.70,9565.00,9659.20,58419.547,563688224.30407,137989
1582243200000,2020-02-21 00:00:00,BTC/USDT,9601.51,9759.59,9547.00,9681.39,98954.288,957995037.55100,222939
1582156800000,2020-02-20 00:00:00,BTC/USDT,9593.31,9700.00,9382.59,9601.99,143105.587,1370467343.18510,340441
1582070400000,2020-02-19 00:00:00,BTC/USDT,10174.53,10286.00,9293.07,9593.65,187495.927,1861820032.84195,442535
1581984000000,2020-02-18 00:00:00,BTC/USDT,9716.00,10270.00,9598.00,10174.32,166119.369,1642320613.87592,398826
